Date,pred,actual
2025-10-03,13962.572191463514,16601.5
2025-10-06,13990.205390871579,16558.0
2025-10-07,13979.808639060602,16596.5
2025-10-08,13967.798334457339,16587.0
2025-10-09,13922.62317026625,16556.0
2025-10-10,13924.50612167941,16577.69921875
2025-10-13,13927.32350490971,16598.0
2025-10-14,13938.595164638566,16548.0
2025-10-15,13931.28666543552,16585.900390625
2025-10-16,13974.300449328937,16575.0
2025-10-17,13948.428076788736,16561.900390625
2025-10-20,13947.000317544793,16566.0
2025-10-21,13903.782469735266,16542.0
2025-10-22,13901.471964584904,16598.900390625
2025-10-23,13915.083027472981,16596.599609375
2025-10-24,13859.783535788049,16593.80078125
2025-10-27,13879.60893346886,16597.80078125
2025-10-28,13853.830009872692,16158.2001953125
2025-10-29,13845.171704678085,16561.779296875
2025-10-30,13869.26184709853,16562.0
2025-10-31,13847.551001913178,16150.0
2025-11-03,13816.403138395404,16630.0
2025-11-04,13823.187669497222,16640.900390625
2025-11-05,13821.675060674766,16707.0
2025-11-06,13827.99603617393,16669.0
2025-11-07,13832.989149218083,16694.099609375
2025-11-10,13837.472275957976,16653.0
2025-11-11,13812.795835872146,16690.0
2025-11-12,13806.378527199913,16694.900390625
2025-11-13,13799.023674806333,16729.0
2025-11-14,13800.297634301292,16719.0
2025-11-17,13811.54381791599,16679.5
2025-11-18,13818.274498912999,16738.900390625
2025-11-19,13847.160405405004,16727.69921875
2025-11-20,13880.24309669138,16686.69921875
2025-11-21,13864.302611209698,16731.0
2025-11-24,13832.260364041784,16639.0
2025-11-25,13806.601478549184,16645.0
2025-11-26,13759.737845407019,16633.5
2025-11-27,13730.98560950215,16614.69921875
2025-11-28,13718.223965974008,16603.900390625
2025-12-01,13712.157338962004,16635.0
2025-12-02,13692.493105935284,16609.0
2025-12-03,13694.24022230557,16609.900390625
2025-12-04,13700.661700228186,16594.0
2025-12-05,13697.299490140587,16654.400390625
2025-12-08,13708.830867773968,16683.0
2025-12-09,13709.093353163851,16686.0
2025-12-10,13715.099321394158,16662.0
2025-12-11,13693.197289472928,16639.0
2025-12-12,13692.6308772742,16649.0
2025-12-15,13689.308303475844,16623.099609375
2025-12-16,13704.64860177598,16645.80078125
2025-12-17,13694.163711249957,16644.599609375
